1,AS/1,AS/1/ID,AS/1/LABEL,AS/2,AS/2/ID,AS/2/LABEL,AS/3,AS/3/ID,AS/3/LABEL,AS/4,AS/4/ID,AS/4/LABEL,AS/5,AS/5/ID,AS/5/LABEL,AS/6,AS/6/ID,AS/6/LABEL,AS/7,AS/7/ID,AS/7/LABEL,AS/8,AS/8/ID,AS/8/LABEL,AS/9,AS/9/ID,AS/9/LABEL,AS/10,AS/10/ID,AS/10/LABEL,AS/11,AS/11/ID,AS/11/LABEL,AS/12,AS/12/ID,AS/12/LABEL,CT/1 - Sources,BGene/1,NV notes
895,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,duct epithelial cell,CL:0000068,duct epithelial cell,non-branched duct epithelial cell,CL:0000072,non-branched duct epithelial cell,epithelial cell of lacrimal drainage system,CL:1000435,epithelial cell of lacrimal drainage system,epithelial cell of nasolacrimal duct,CL:1000437,epithelial cell of nasolacrimal duct,epithelial cell of lacrimal sac,CL:1000436,epithelial cell of lacrimal sac,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
896,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,liver dendritic cell,CL:2000055,liver dendritic cell,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
897,cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,stromal cell,CL:0000499,stromal cell,fibroblast,CL:0000057,fibroblast,pulmonary interstitial fibroblast,CL:0002241,pulmonary interstitial fibroblast,alveolar adventitial fibroblast,CL:4028006,alveolar adventitial fibroblast,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
898,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,Langerhans cell,CL:0000453,Langerhans cell,,,,,,,,,,,,,popv,sc_transcriptomics,
899,cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,cardiac muscle cell,CL:0000746,cardiac muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
900,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",,,,,,,popv,sc_transcriptomics,
901,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,naive T cell,CL:0000898,naive T cell,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",,,,,,,,,,popv,sc_transcriptomics,
902,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,myeloid dendritic cell,CL:0000782,myeloid dendritic cell,CD141-positive myeloid dendritic cell,CL:0002394,CD141-positive myeloid dendritic cell,,,,,,,,,,popv,sc_transcriptomics,
903,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,meso-epithelial cell,CL:0002078,meso-epithelial cell,mesothelial cell,CL:0000077,mesothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
904,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
905,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,myeloid cell,CL:0000763,myeloid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
906,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,immature T cell,CL:0002420,immature T cell,thymocyte,CL:0000893,thymocyte,double negative thymocyte,CL:0002489,double negative thymocyte,DN4 thymocyte,CL:0000808,DN4 thymocyte,,,,,,,popv,sc_transcriptomics,
907,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,mature conventional dendritic cell,CL:0000841,mature conventional dendritic cell,,,,,,,,,,,,,popv,sc_transcriptomics,
908,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,effector T cell,CL:0000911,effector T cell,"effector CD8-positive, alpha-beta T cell",CL:0001050,"effector CD8-positive, alpha-beta T cell",,,,,,,,,,popv,sc_transcriptomics,
909,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,retinal blood vessel endothelial cell,CL:0002585,retinal blood vessel endothelial cell,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
910,cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,myotube,CL:0002372,myotube,skeletal muscle fiber,CL:0008002,skeletal muscle fiber,tongue muscle cell,CL:0002673,tongue muscle cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
911,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of alimentary canal,CL:0002251,epithelial cell of alimentary canal,intestinal epithelial cell,CL:0002563,intestinal epithelial cell,epithelial cell of large intestine,CL:0002253,epithelial cell of large intestine,colon epithelial cell,CL:0011108,colon epithelial cell,colon glandular cell,CL:1001588,colon glandular cell,paneth cell of colon,CL:0009009,paneth cell of colon,,,,,,,,,,popv,sc_transcriptomics,
912,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,goblet cell,CL:0000160,goblet cell,intestine goblet cell,CL:0019031,intestine goblet cell,small intestine goblet cell,CL:1000495,small intestine goblet cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
913,cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,stem cell,CL:0000034,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
914,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,meso-epithelial cell,CL:0002078,meso-epithelial cell,epithelial cell of uterus,CL:0002149,epithelial cell of uterus,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
915,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,monocyte,CL:0000576,monocyte,intermediate monocyte,CL:0002393,intermediate monocyte,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
916,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of alimentary canal,CL:0002251,epithelial cell of alimentary canal,intestinal epithelial cell,CL:0002563,intestinal epithelial cell,intestinal enteroendocrine cell,CL:1001516,intestinal enteroendocrine cell,enteroendocrine cell of small intestine,CL:0009006,enteroendocrine cell of small intestine,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
917,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,tuft cell,CL:0002204,tuft cell,intestinal tuft cell,CL:0019032,intestinal tuft cell,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
918,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,goblet cell,CL:0000160,goblet cell,intestine goblet cell,CL:0019031,intestine goblet cell,large intestine goblet cell,CL:1000320,large intestine goblet cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
919,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,microvascular endothelial cell,CL:2000008,microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,lung microvascular endothelial cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
920,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
921,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,ciliated epithelial cell,CL:0000067,ciliated epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
922,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,granulocyte,CL:0000094,granulocyte,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
923,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,myeloid cell,CL:0000763,myeloid cell,erythroid lineage cell,CL:0000764,erythroid lineage cell,erythrocyte,CL:0000232,erythrocyte,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
924,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,naive B cell,CL:0000788,naive B cell,,,,,,,popv,sc_transcriptomics,
925,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,naive T cell,CL:0000898,naive T cell,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",,,,,,,,,,popv,sc_transcriptomics,
926,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,epithelial cell of lower respiratory tract,CL:0002632,epithelial cell of lower respiratory tract,epithelial cell of lung,CL:0000082,epithelial cell of lung,pulmonary ionocyte,CL:0017000,pulmonary ionocyte,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
927,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,squamous epithelial cell,CL:0000076,squamous epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
928,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,enteroendocrine cell,CL:0000164,enteroendocrine cell,pancreatic endocrine cell,CL:0008024,pancreatic endocrine cell,type B pancreatic cell,CL:0000169,type B pancreatic cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
929,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,afferent neuron,CL:0000526,afferent neuron,sensory neuron,CL:0000101,sensory neuron,photoreceptor cell,CL:0000210,photoreceptor cell,eye photoreceptor cell,CL:0000287,eye photoreceptor cell,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
930,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,monocyte,CL:0000576,monocyte,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
931,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,myeloid cell,CL:0000763,myeloid cell,erythroid lineage cell,CL:0000764,erythroid lineage cell,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
932,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",,,,,,,popv,sc_transcriptomics,
933,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic lineage restricted progenitor cell,CL:0002031,hematopoietic lineage restricted progenitor cell,lymphoid lineage restricted progenitor cell,CL:0000838,lymphoid lineage restricted progenitor cell,pro-T cell,CL:0000827,pro-T cell,DN1 thymic pro-T cell,CL:0000894,DN1 thymic pro-T cell,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
934,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of alimentary canal,CL:0002251,epithelial cell of alimentary canal,intestinal epithelial cell,CL:0002563,intestinal epithelial cell,epithelial cell of small intestine,CL:0002254,epithelial cell of small intestine,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
935,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,multiciliated epithelial cell,CL:0005012,multiciliated epithelial cell,respiratory tract multiciliated cell,CL:4030034,respiratory tract multiciliated cell,lung multiciliated epithelial cell,CL:1000271,lung multiciliated epithelial cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
936,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of alimentary canal,CL:0002251,epithelial cell of alimentary canal,intestinal epithelial cell,CL:0002563,intestinal epithelial cell,intestinal enteroendocrine cell,CL:1001516,intestinal enteroendocrine cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
937,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron,CL:0000540,neuron,afferent neuron,CL:0000526,afferent neuron,sensory neuron,CL:0000101,sensory neuron,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
938,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,enteroendocrine cell,CL:0000164,enteroendocrine cell,pancreatic endocrine cell,CL:0008024,pancreatic endocrine cell,pancreatic A cell,CL:0000171,pancreatic A cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
939,cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
940,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
941,cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,radial glial cell,CL:0000681,radial glial cell,Mueller cell,CL:0000636,Mueller cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
942,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell",,,,,,,popv,sc_transcriptomics,
943,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,neurecto-epithelial cell,CL:0000710,neurecto-epithelial cell,pigmented epithelial cell,CL:0000529,pigmented epithelial cell,pigmented ciliary epithelial cell,CL:0002303,pigmented ciliary epithelial cell,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
944,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of prostate,CL:0002231,epithelial cell of prostate,basal cell of prostate epithelium,CL:0002341,basal cell of prostate epithelium,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
945,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,epithelial cell of alimentary canal,CL:0002251,epithelial cell of alimentary canal,intestinal epithelial cell,CL:0002563,intestinal epithelial cell,epithelial cell of large intestine,CL:0002253,epithelial cell of large intestine,intestinal crypt stem cell of large intestine,CL:0009016,intestinal crypt stem cell of large intestine,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
946,cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,endothelial cell of sinusoid,CL:0002262,endothelial cell of sinusoid,endothelial cell of hepatic sinusoid,CL:1000398,endothelial cell of hepatic sinusoid,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
947,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,transitional epithelial cell,CL:0000244,transitional epithelial cell,urothelial cell,CL:0000731,urothelial cell,bladder urothelial cell,CL:1001428,bladder urothelial cell,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
948,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic oligopotent progenitor cell,CL:0002032,hematopoietic oligopotent progenitor cell,common myeloid progenitor,CL:0000049,common myeloid progenitor,,,,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
949,cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,squamous epithelial cell,CL:0000076,squamous epithelial cell,stratified squamous epithelial cell,CL:0000240,stratified squamous epithelial cell,keratinizing barrier epithelial cell,CL:0000237,keratinizing barrier epithelial cell,keratinocyte,CL:0000312,keratinocyte,,,,,,,,,,,,,,,,,,,popv,sc_transcriptomics,
950,cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,mature NK T cell,CL:0000814,mature NK T cell,,,,,,,,,,popv,sc_transcriptomics,
