sex,ann_finest_level,clid,mapping_status,author_cohort_size,azimuth_count,pan_human_count,both_same_cell_count,azimuth_only_count,pan_human_only_count,union_count
Female,Classical monocytes,CL:0000583,mapped_clid,7339,1,9,0,1,9,10
Female,Classical monocytes,CL:0000623,mapped_clid,7339,7,0,0,7,0,7
Female,Classical monocytes,CL:0000624,mapped_clid,7339,1,0,0,1,0,1
Female,Classical monocytes,CL:0000625,mapped_clid,7339,4,0,0,4,0,4
Female,Classical monocytes,CL:0000775,mapped_clid,7339,0,7,0,0,7,7
Female,Classical monocytes,CL:0000798,mapped_clid,7339,0,1,0,0,1,1
Female,Classical monocytes,CL:0000834,mapped_clid,7339,0,1,0,0,1,1
Female,Classical monocytes,CL:0000860,mapped_clid,7339,6518,0,0,6518,0,6518
Female,Classical monocytes,CL:0000863,mapped_clid,7339,0,261,0,0,261,261
Female,Classical monocytes,CL:0000875,mapped_clid,7339,336,0,0,336,0,336
Female,Classical monocytes,CL:0000895,mapped_clid,7339,0,1,0,0,1,1
Female,Classical monocytes,CL:0000897,mapped_clid,7339,0,2,0,0,2,2
Female,Classical monocytes,CL:0000909,mapped_clid,7339,0,4,0,0,4,4
Female,Classical monocytes,CL:0000939,mapped_clid,7339,0,4,0,0,4,4
Female,Classical monocytes,CL:0000940,mapped_clid,7339,0,2,0,0,2,2
Female,Classical monocytes,CL:0001054,mapped_clid,7339,0,6120,0,0,6120,6120
Female,Classical monocytes,CL:0002144,mapped_clid,7339,0,1,0,0,1,1
Female,Classical monocytes,CL:0002394,mapped_clid,7339,0,5,0,0,5,5
Female,Classical monocytes,CL:0002399,mapped_clid,7339,106,307,81,25,226,332
Female,Classical monocytes,CL:1001568,mapped_clid,7339,1,0,0,1,0,1
Female,Classical monocytes,CL:1001603,mapped_clid,7339,325,0,0,325,0,325
Female,Classical monocytes,CL:4028002,mapped_clid,7339,4,0,0,4,0,4
Female,Classical monocytes,CL:4033008,mapped_clid,7339,6,0,0,6,0,6
Female,Classical monocytes,CL:4033043,mapped_clid,7339,28,0,0,28,0,28
Female,Classical monocytes,CL:4033081,mapped_clid,7339,0,2,0,0,2,2
Female,Classical monocytes,CL:4052021,mapped_clid,7339,0,2,0,0,2,2
Female,Classical monocytes,NA,method_prediction_absent,7339,0,398,0,0,398,398
Female,Club (nasal),CL:0000158,mapped_clid,9,0,2,0,0,2,2
Female,Club (nasal),CL:0000583,mapped_clid,9,1,2,1,0,1,2
Female,Club (nasal),CL:0000624,mapped_clid,9,1,0,0,1,0,1
Female,Club (nasal),CL:0000625,mapped_clid,9,1,0,0,1,0,1
Female,Club (nasal),CL:0002062,mapped_clid,9,3,0,0,3,0,3
Female,Club (nasal),CL:0002063,mapped_clid,9,2,2,2,0,0,2
Female,Club (nasal),CL:0002633,mapped_clid,9,1,0,0,1,0,1
Female,Club (nasal),NA,method_prediction_absent,9,0,3,0,0,3,3
Female,Club (non-nasal),CL:0000158,mapped_clid,369,343,0,0,343,0,343
Female,Club (non-nasal),CL:0000322,mapped_clid,369,11,0,0,11,0,11
Female,Club (non-nasal),CL:0000583,mapped_clid,369,0,3,0,0,3,3
Female,Club (non-nasal),CL:0002062,mapped_clid,369,1,0,0,1,0,1
Female,Club (non-nasal),CL:0002063,mapped_clid,369,4,4,2,2,2,6
Female,Club (non-nasal),CL:0002145,mapped_clid,369,1,0,0,1,0,1
Female,Club (non-nasal),CL:0002480,mapped_clid,369,3,0,0,3,0,3
Female,Club (non-nasal),CL:0002633,mapped_clid,369,1,0,0,1,0,1
Female,Club (non-nasal),CL:0019031,mapped_clid,369,0,351,0,0,351,351
Female,Club (non-nasal),CL:4033024,mapped_clid,369,3,0,0,3,0,3
Female,Club (non-nasal),CL:4033048,mapped_clid,369,2,0,0,2,0,2
Female,Club (non-nasal),NA,method_prediction_absent,369,0,11,0,0,11,11
Female,DC1,CL:0000624,mapped_clid,134,1,0,0,1,0,1
Female,DC1,CL:0002063,mapped_clid,134,2,0,0,2,0,2
Female,DC1,CL:0002394,mapped_clid,134,0,125,0,0,125,125
Female,DC1,CL:0002399,mapped_clid,134,131,5,5,126,0,131
Female,DC1,NA,method_prediction_absent,134,0,4,0,0,4,4
Female,DC2,CL:0000235,mapped_clid,2441,0,65,0,0,65,65
Female,DC2,CL:0000236,mapped_clid,2441,5,0,0,5,0,5
Female,DC2,CL:0000322,mapped_clid,2441,1,0,0,1,0,1
Female,DC2,CL:0000451,mapped_clid,2441,0,8,0,0,8,8
Female,DC2,CL:0000576,mapped_clid,2441,0,5,0,0,5,5
Female,DC2,CL:0000583,mapped_clid,2441,9,3,1,8,2,11
Female,DC2,CL:0000623,mapped_clid,2441,7,0,0,7,0,7
Female,DC2,CL:0000624,mapped_clid,2441,7,0,0,7,0,7
Female,DC2,CL:0000625,mapped_clid,2441,11,0,0,11,0,11
Female,DC2,CL:0000787,mapped_clid,2441,0,2,0,0,2,2
Female,DC2,CL:0000814,mapped_clid,2441,0,5,0,0,5,5
Female,DC2,CL:0000860,mapped_clid,2441,106,0,0,106,0,106
Female,DC2,CL:0000863,mapped_clid,2441,0,15,0,0,15,15
Female,DC2,CL:0000875,mapped_clid,2441,109,0,0,109,0,109
Female,DC2,CL:0000909,mapped_clid,2441,0,4,0,0,4,4
Female,DC2,CL:0001054,mapped_clid,2441,0,48,0,0,48,48
Female,DC2,CL:0001058,mapped_clid,2441,3,0,0,3,0,3
Female,DC2,CL:0002062,mapped_clid,2441,4,0,0,4,0,4
Female,DC2,CL:0002063,mapped_clid,2441,1,1,1,0,0,1
Female,DC2,CL:0002394,mapped_clid,2441,0,38,0,0,38,38
Female,DC2,CL:0002399,mapped_clid,2441,1913,2084,1744,169,340,2253
Female,DC2,CL:1001603,mapped_clid,2441,154,0,0,154,0,154
Female,DC2,CL:3000001,mapped_clid,2441,0,1,0,0,1,1
Female,DC2,CL:4028002,mapped_clid,2441,5,0,0,5,0,5
Female,DC2,CL:4033043,mapped_clid,2441,99,0,0,99,0,99
Female,DC2,CL:4033045,mapped_clid,2441,3,0,0,3,0,3
Female,DC2,CL:4033068,mapped_clid,2441,0,1,0,0,1,1
Female,DC2,CL:4033077,mapped_clid,2441,3,0,0,3,0,3
Female,DC2,CL:4033080,mapped_clid,2441,1,0,0,1,0,1
Female,DC2,CL:4033081,mapped_clid,2441,0,29,0,0,29,29
Female,DC2,NA,method_prediction_absent,2441,0,132,0,0,132,132
Female,Deuterosomal,CL:0000158,mapped_clid,70,0,2,0,0,2,2
Female,Deuterosomal,CL:0000322,mapped_clid,70,1,0,0,1,0,1
Female,Deuterosomal,CL:0002063,mapped_clid,70,0,1,0,0,1,1
Female,Deuterosomal,CL:0002145,mapped_clid,70,18,0,0,18,0,18
Female,Deuterosomal,CL:0019031,mapped_clid,70,0,2,0,0,2,2
Female,Deuterosomal,CL:1000271,mapped_clid,70,0,62,0,0,62,62
Female,Deuterosomal,CL:4033044,mapped_clid,70,51,0,0,51,0,51
Female,Deuterosomal,NA,method_prediction_absent,70,0,3,0,0,3,3
Female,EC aerocyte capillary,CL:0000583,mapped_clid,1129,0,1,0,0,1,1
Female,EC aerocyte capillary,CL:0002062,mapped_clid,1129,3,1,1,2,0,3
Female,EC aerocyte capillary,CL:0002063,mapped_clid,1129,1,0,0,1,0,1
Female,EC aerocyte capillary,CL:0002138,mapped_clid,1129,0,1,0,0,1,1
Female,EC aerocyte capillary,CL:0002144,mapped_clid,1129,0,11,0,0,11,11
Female,EC aerocyte capillary,CL:0002543,mapped_clid,1129,0,1,0,0,1,1
Female,EC aerocyte capillary,CL:4028002,mapped_clid,1129,64,0,0,64,0,64
Female,EC aerocyte capillary,CL:4028003,mapped_clid,1129,1060,1066,1027,33,39,1099
Female,EC aerocyte capillary,CL:4033008,mapped_clid,1129,1,0,0,1,0,1
Female,EC aerocyte capillary,ASCTB-TEMP:endothelial-mesenchymal-transition-ec,unmapped_non_cl_id,1129,0,1,0,0,1,1
Female,EC aerocyte capillary,NA,method_prediction_absent,1129,0,47,0,0,47,47
Female,EC arterial,CL:0000158,mapped_clid,1350,0,2,0,0,2,2
Female,EC arterial,CL:0000322,mapped_clid,1350,2,0,0,2,0,2
Female,EC arterial,CL:0000625,mapped_clid,1350,1,0,0,1,0,1
Female,EC arterial,CL:0000765,mapped_clid,1350,0,1,0,0,1,1
Female,EC arterial,CL:0000909,mapped_clid,1350,0,1,0,0,1,1
Female,EC arterial,CL:0002062,mapped_clid,1350,1,0,0,1,0,1
Female,EC arterial,CL:0002063,mapped_clid,1350,7,5,5,2,0,7
Female,EC arterial,CL:0002138,mapped_clid,1350,0,3,0,0,3,3
Female,EC arterial,CL:0002144,mapped_clid,1350,0,51,0,0,51,51
Female,EC arterial,CL:0002399,mapped_clid,1350,0,1,0,0,1,1
Female,EC arterial,CL:0002543,mapped_clid,1350,0,87,0,0,87,87
Female,EC arterial,CL:1000413,mapped_clid,1350,0,1116,0,0,1116,1116
Female,EC arterial,CL:1001568,mapped_clid,1350,1181,0,0,1181,0,1181
Female,EC arterial,CL:1001603,mapped_clid,1350,1,0,0,1,0,1
Female,EC arterial,CL:4028002,mapped_clid,1350,81,0,0,81,0,81
Female,EC arterial,CL:4033008,mapped_clid,1350,76,0,0,76,0,76
Female,EC arterial,ASCTB-TEMP:endothelial-mesenchymal-transition-ec,unmapped_non_cl_id,1350,0,10,0,0,10,10
Female,EC arterial,NA,method_prediction_absent,1350,0,73,0,0,73,73
Female,EC general capillary,CL:0000057,mapped_clid,2956,0,1,0,0,1,1
Female,EC general capillary,CL:0000097,mapped_clid,2956,0,3,0,0,3,3
Female,EC general capillary,CL:0000115,mapped_clid,2956,0,2,0,0,2,2
Female,EC general capillary,CL:0000158,mapped_clid,2956,0,1,0,0,1,1
Female,EC general capillary,CL:0000192,mapped_clid,2956,4,0,0,4,0,4
Female,EC general capillary,CL:0000233,mapped_clid,2956,0,1,0,0,1,1
Female,EC general capillary,CL:0000235,mapped_clid,2956,0,1,0,0,1,1
Female,EC general capillary,CL:0000236,mapped_clid,2956,2,0,0,2,0,2
Female,EC general capillary,CL:0000583,mapped_clid,2956,2,7,0,2,7,9
Female,EC general capillary,CL:0000625,mapped_clid,2956,3,0,0,3,0,3
Female,EC general capillary,CL:0000669,mapped_clid,2956,0,3,0,0,3,3
Female,EC general capillary,CL:0000765,mapped_clid,2956,0,3,0,0,3,3
Female,EC general capillary,CL:0000786,mapped_clid,2956,1,2,1,0,1,2
Female,EC general capillary,CL:0000790,mapped_clid,2956,0,2,0,0,2,2
Female,EC general capillary,CL:0000792,mapped_clid,2956,0,1,0,0,1,1
Female,EC general capillary,CL:0000814,mapped_clid,2956,0,10,0,0,10,10
Female,EC general capillary,CL:0000837,mapped_clid,2956,0,1,0,0,1,1
Female,EC general capillary,CL:0000860,mapped_clid,2956,4,0,0,4,0,4
Female,EC general capillary,CL:0000875,mapped_clid,2956,1,0,0,1,0,1
Female,EC general capillary,CL:0000895,mapped_clid,2956,0,1,0,0,1,1
Female,EC general capillary,CL:0000909,mapped_clid,2956,0,1,0,0,1,1
Female,EC general capillary,CL:0001054,mapped_clid,2956,0,1,0,0,1,1
Female,EC general capillary,CL:0001058,mapped_clid,2956,1,0,0,1,0,1
Female,EC general capillary,CL:0002062,mapped_clid,2956,6,0,0,6,0,6
Female,EC general capillary,CL:0002063,mapped_clid,2956,2,1,1,1,0,2
Female,EC general capillary,CL:0002138,mapped_clid,2956,0,6,0,0,6,6
Female,EC general capillary,CL:0002144,mapped_clid,2956,0,2112,0,0,2112,2112
Female,EC general capillary,CL:0002357,mapped_clid,2956,0,3,0,0,3,3
Female,EC general capillary,CL:0002543,mapped_clid,2956,0,157,0,0,157,157
Female,EC general capillary,CL:0009086,mapped_clid,2956,4,0,0,4,0,4
Female,EC general capillary,CL:1000413,mapped_clid,2956,0,110,0,0,110,110
Female,EC general capillary,CL:1001568,mapped_clid,2956,129,0,0,129,0,129
Female,EC general capillary,CL:1001603,mapped_clid,2956,1,0,0,1,0,1
Female,EC general capillary,CL:4028002,mapped_clid,2956,2617,0,0,2617,0,2617
Female,EC general capillary,CL:4028003,mapped_clid,2956,74,64,24,50,40,114
Female,EC general capillary,CL:4033008,mapped_clid,2956,103,0,0,103,0,103
Female,EC general capillary,CL:4033048,mapped_clid,2956,2,0,0,2,0,2
Female,EC general capillary,ASCTB-TEMP:endothelial-mesenchymal-transition-ec,unmapped_non_cl_id,2956,0,19,0,0,19,19
Female,EC general capillary,NA,method_prediction_absent,2956,0,443,0,0,443,443
Female,EC venous pulmonary,CL:0000814,mapped_clid,1232,0,1,0,0,1,1
Female,EC venous pulmonary,CL:0000860,mapped_clid,1232,1,0,0,1,0,1
Female,EC venous pulmonary,CL:0001054,mapped_clid,1232,0,1,0,0,1,1
Female,EC venous pulmonary,CL:0002063,mapped_clid,1232,8,6,6,2,0,8
Female,EC venous pulmonary,CL:0002138,mapped_clid,1232,0,3,0,0,3,3
Female,EC venous pulmonary,CL:0002144,mapped_clid,1232,0,15,0,0,15,15
Female,EC venous pulmonary,CL:0002399,mapped_clid,1232,0,1,0,0,1,1
Female,EC venous pulmonary,CL:0002543,mapped_clid,1232,0,1158,0,0,1158,1158
Female,EC venous pulmonary,CL:1000413,mapped_clid,1232,0,11,0,0,11,11
Female,EC venous pulmonary,CL:1001568,mapped_clid,1232,7,0,0,7,0,7
Female,EC venous pulmonary,CL:4028002,mapped_clid,1232,34,0,0,34,0,34
Female,EC venous pulmonary,CL:4033008,mapped_clid,1232,1182,0,0,1182,0,1182
Female,EC venous pulmonary,ASCTB-TEMP:endothelial-mesenchymal-transition-ec,unmapped_non_cl_id,1232,0,3,0,0,3,3
Female,EC venous pulmonary,NA,method_prediction_absent,1232,0,33,0,0,33,33
Female,EC venous systemic,CL:0000236,mapped_clid,769,2,0,0,2,0,2
Female,EC venous systemic,CL:0000583,mapped_clid,769,1,1,0,1,1,2
Female,EC venous systemic,CL:0000765,mapped_clid,769,0,1,0,0,1,1
Female,EC venous systemic,CL:0000786,mapped_clid,769,1,1,1,0,0,1
Female,EC venous systemic,CL:0000814,mapped_clid,769,0,1,0,0,1,1
Female,EC venous systemic,CL:0002138,mapped_clid,769,0,1,0,0,1,1
Female,EC venous systemic,CL:0002144,mapped_clid,769,0,113,0,0,113,113
Female,EC venous systemic,CL:0002543,mapped_clid,769,0,575,0,0,575,575
Female,EC venous systemic,CL:1000413,mapped_clid,769,0,40,0,0,40,40
Female,EC venous systemic,CL:1001568,mapped_clid,769,30,0,0,30,0,30
Female,EC venous systemic,CL:4028002,mapped_clid,769,61,0,0,61,0,61
Female,EC venous systemic,CL:4028003,mapped_clid,769,1,1,1,0,0,1
Female,EC venous systemic,CL:4033008,mapped_clid,769,673,0,0,673,0,673
Female,EC venous systemic,ASCTB-TEMP:endothelial-mesenchymal-transition-ec,unmapped_non_cl_id,769,0,2,0,0,2,2
Female,EC venous systemic,NA,method_prediction_absent,769,0,33,0,0,33,33
Female,Goblet (bronchial),CL:0000158,mapped_clid,15,11,0,0,11,0,11
Female,Goblet (bronchial),CL:0002062,mapped_clid,15,1,0,0,1,0,1
Female,Goblet (bronchial),CL:0002145,mapped_clid,15,1,0,0,1,0,1
Female,Goblet (bronchial),CL:0002480,mapped_clid,15,1,0,0,1,0,1
Female,Goblet (bronchial),CL:0002633,mapped_clid,15,1,2,1,0,1,2
Female,Goblet (bronchial),CL:0019031,mapped_clid,15,0,13,0,0,13,13
Female,Goblet (nasal),CL:0000158,mapped_clid,24,5,5,0,5,5,10
Female,Goblet (nasal),CL:0000322,mapped_clid,24,8,0,0,8,0,8
Female,Goblet (nasal),CL:0000583,mapped_clid,24,3,3,2,1,1,4
Female,Goblet (nasal),CL:0001054,mapped_clid,24,0,1,0,0,1,1
Female,Goblet (nasal),CL:0002062,mapped_clid,24,2,0,0,2,0,2
Female,Goblet (nasal),CL:0002145,mapped_clid,24,4,0,0,4,0,4
Female,Goblet (nasal),CL:0002480,mapped_clid,24,1,0,0,1,0,1
Female,Goblet (nasal),CL:0019031,mapped_clid,24,0,12,0,0,12,12
Female,Goblet (nasal),CL:1001603,mapped_clid,24,1,0,0,1,0,1
Female,Goblet (nasal),NA,method_prediction_absent,24,0,3,0,0,3,3
Female,Goblet (subsegmental),CL:0000158,mapped_clid,6,4,0,0,4,0,4
Female,Goblet (subsegmental),CL:0000322,mapped_clid,6,1,0,0,1,0,1
Female,Goblet (subsegmental),CL:0019031,mapped_clid,6,0,6,0,0,6,6
Female,Goblet (subsegmental),CL:1000312,mapped_clid,6,1,0,0,1,0,1
Female,Hematopoietic stem cells,CL:0000037,mapped_clid,39,0,26,0,0,26,26
Female,Hematopoietic stem cells,CL:0000051,mapped_clid,39,0,1,0,0,1,1
Female,Hematopoietic stem cells,CL:0000236,mapped_clid,39,2,0,0,2,0,2
Female,Hematopoietic stem cells,CL:0000557,mapped_clid,39,0,1,0,0,1,1
Female,Hematopoietic stem cells,CL:0000624,mapped_clid,39,21,0,0,21,0,21
Female,Hematopoietic stem cells,CL:0000625,mapped_clid,39,12,0,0,12,0,12
Female,Hematopoietic stem cells,CL:0000765,mapped_clid,39,0,1,0,0,1,1
Female,Hematopoietic stem cells,CL:0000814,mapped_clid,39,0,3,0,0,3,3
Female,Hematopoietic stem cells,CL:0001065,mapped_clid,39,0,1,0,0,1,1
Female,Hematopoietic stem cells,CL:0002062,mapped_clid,39,1,0,0,1,0,1
Female,Hematopoietic stem cells,CL:0002399,mapped_clid,39,2,0,0,2,0,2
Female,Hematopoietic stem cells,CL:4033069,mapped_clid,39,1,0,0,1,0,1
Female,Hematopoietic stem cells,NA,method_prediction_absent,39,0,6,0,0,6,6
Female,Interstitial Mph perivascular,CL:0000129,mapped_clid,789,0,1,0,0,1,1
Female,Interstitial Mph perivascular,CL:0000235,mapped_clid,789,0,352,0,0,352,352
Female,Interstitial Mph perivascular,CL:0000576,mapped_clid,789,0,1,0,0,1,1
Female,Interstitial Mph perivascular,CL:0000583,mapped_clid,789,11,3,0,11,3,14
Female,Interstitial Mph perivascular,CL:0000786,mapped_clid,789,1,0,0,1,0,1
Female,Interstitial Mph perivascular,CL:0000860,mapped_clid,789,92,0,0,92,0,92
Female,Interstitial Mph perivascular,CL:0000863,mapped_clid,789,0,54,0,0,54,54
Female,Interstitial Mph perivascular,CL:0000875,mapped_clid,789,81,0,0,81,0,81
Female,Interstitial Mph perivascular,CL:0001054,mapped_clid,789,0,35,0,0,35,35
Female,Interstitial Mph perivascular,CL:0002399,mapped_clid,789,113,257,55,58,202,315
Female,Interstitial Mph perivascular,CL:1001568,mapped_clid,789,1,0,0,1,0,1
Female,Interstitial Mph perivascular,CL:1001603,mapped_clid,789,183,0,0,183,0,183
Female,Interstitial Mph perivascular,CL:4028002,mapped_clid,789,4,0,0,4,0,4
Female,Interstitial Mph perivascular,CL:4033008,mapped_clid,789,2,0,0,2,0,2
Female,Interstitial Mph perivascular,CL:4033043,mapped_clid,789,301,0,0,301,0,301
Female,Interstitial Mph perivascular,NA,method_prediction_absent,789,0,86,0,0,86,86
Female,Ionocyte,CL:0017000,mapped_clid,11,11,9,9,2,0,11
Female,Ionocyte,CL:1000223,mapped_clid,11,0,2,0,0,2,2
Female,Lymphatic EC differentiating,CL:0002138,mapped_clid,30,0,28,0,0,28,28
Female,Lymphatic EC differentiating,CL:0008019,mapped_clid,30,0,1,0,0,1,1
Female,Lymphatic EC differentiating,CL:0009086,mapped_clid,30,29,0,0,29,0,29
Female,Lymphatic EC differentiating,CL:4033008,mapped_clid,30,1,0,0,1,0,1
Female,Lymphatic EC differentiating,NA,method_prediction_absent,30,0,1,0,0,1,1
Female,Lymphatic EC mature,CL:0000037,mapped_clid,940,0,1,0,0,1,1
Female,Lymphatic EC mature,CL:0000322,mapped_clid,940,1,0,0,1,0,1
Female,Lymphatic EC mature,CL:0000576,mapped_clid,940,0,1,0,0,1,1
Female,Lymphatic EC mature,CL:0000583,mapped_clid,940,0,1,0,0,1,1
Female,Lymphatic EC mature,CL:0000765,mapped_clid,940,0,1,0,0,1,1
Female,Lymphatic EC mature,CL:0000860,mapped_clid,940,2,0,0,2,0,2
Female,Lymphatic EC mature,CL:0001054,mapped_clid,940,0,2,0,0,2,2
Female,Lymphatic EC mature,CL:0002063,mapped_clid,940,4,3,3,1,0,4
Female,Lymphatic EC mature,CL:0002138,mapped_clid,940,0,900,0,0,900,900
Female,Lymphatic EC mature,CL:0002543,mapped_clid,940,0,1,0,0,1,1
Female,Lymphatic EC mature,CL:0002633,mapped_clid,940,1,0,0,1,0,1
Female,Lymphatic EC mature,CL:0009086,mapped_clid,940,922,0,0,922,0,922
Female,Lymphatic EC mature,CL:0017000,mapped_clid,940,1,0,0,1,0,1
Female,Lymphatic EC mature,CL:1000413,mapped_clid,940,0,1,0,0,1,1
Female,Lymphatic EC mature,CL:4028002,mapped_clid,940,7,0,0,7,0,7
Female,Lymphatic EC mature,CL:4028004,mapped_clid,940,1,0,0,1,0,1
Female,Lymphatic EC mature,CL:4033008,mapped_clid,940,1,0,0,1,0,1
Female,Lymphatic EC mature,ASCTB-TEMP:endothelial-mesenchymal-transition-ec,unmapped_non_cl_id,940,0,1,0,0,1,1
Female,Lymphatic EC mature,NA,method_prediction_absent,940,0,28,0,0,28,28
Female,Lymphatic EC proliferating,CL:0000814,mapped_clid,8,0,1,0,0,1,1
Female,Lymphatic EC proliferating,CL:0002138,mapped_clid,8,0,7,0,0,7,7
Female,Lymphatic EC proliferating,CL:0009086,mapped_clid,8,5,0,0,5,0,5
Female,Lymphatic EC proliferating,CL:4033079,mapped_clid,8,3,0,0,3,0,3
Female,Mast cells,CL:0000037,mapped_clid,3099,0,1,0,0,1,1
Female,Mast cells,CL:0000097,mapped_clid,3099,2819,2987,2784,35,203,3022
Female,Mast cells,CL:0000192,mapped_clid,3099,1,0,0,1,0,1
Female,Mast cells,CL:0000235,mapped_clid,3099,0,15,0,0,15,15
Female,Mast cells,CL:0000236,mapped_clid,3099,2,0,0,2,0,2
Female,Mast cells,CL:0000322,mapped_clid,3099,1,0,0,1,0,1
Female,Mast cells,CL:0000359,mapped_clid,3099,0,1,0,0,1,1
Female,Mast cells,CL:0000583,mapped_clid,3099,6,6,5,1,1,7
Female,Mast cells,CL:0000623,mapped_clid,3099,20,0,0,20,0,20
Female,Mast cells,CL:0000624,mapped_clid,3099,129,0,0,129,0,129
Female,Mast cells,CL:0000625,mapped_clid,3099,90,0,0,90,0,90
Female,Mast cells,CL:0000790,mapped_clid,3099,0,1,0,0,1,1
Female,Mast cells,CL:0000792,mapped_clid,3099,0,2,0,0,2,2
Female,Mast cells,CL:0000860,mapped_clid,3099,9,0,0,9,0,9
Female,Mast cells,CL:0000863,mapped_clid,3099,0,2,0,0,2,2
Female,Mast cells,CL:0000895,mapped_clid,3099,0,2,0,0,2,2
Female,Mast cells,CL:0000909,mapped_clid,3099,0,7,0,0,7,7
Female,Mast cells,CL:0000938,mapped_clid,3099,0,2,0,0,2,2
Female,Mast cells,CL:0000939,mapped_clid,3099,0,6,0,0,6,6
Female,Mast cells,CL:0001054,mapped_clid,3099,0,1,0,0,1,1
Female,Mast cells,CL:0002062,mapped_clid,3099,1,0,0,1,0,1
Female,Mast cells,CL:0002145,mapped_clid,3099,1,0,0,1,0,1
Female,Mast cells,CL:0002399,mapped_clid,3099,1,1,0,1,1,2
Female,Mast cells,CL:0002489,mapped_clid,3099,0,1,0,0,1,1
Female,Mast cells,CL:1001603,mapped_clid,3099,9,0,0,9,0,9
Female,Mast cells,CL:4028002,mapped_clid,3099,9,0,0,9,0,9
Female,Mast cells,CL:4033043,mapped_clid,3099,1,0,0,1,0,1
Female,Mast cells,CL:4052021,mapped_clid,3099,0,13,0,0,13,13
Female,Mast cells,NA,method_prediction_absent,3099,0,51,0,0,51,51
Female,Mesothelium,CL:0000057,mapped_clid,6,0,4,0,0,4,4
Female,Mesothelium,CL:1000493,mapped_clid,6,4,0,0,4,0,4
Female,Mesothelium,CL:4052029,mapped_clid,6,1,0,0,1,0,1
Female,Mesothelium,CL:4052030,mapped_clid,6,1,0,0,1,0,1
Female,Mesothelium,NA,method_prediction_absent,6,0,2,0,0,2,2
Female,Migratory DCs,CL:0000451,mapped_clid,122,0,111,0,0,111,111
Female,Migratory DCs,CL:0000624,mapped_clid,122,1,0,0,1,0,1
Female,Migratory DCs,CL:0002399,mapped_clid,122,64,3,3,61,0,64
Female,Migratory DCs,CL:4033045,mapped_clid,122,57,0,0,57,0,57
Female,Migratory DCs,NA,method_prediction_absent,122,0,8,0,0,8,8
Female,Monocyte-derived Mph,CL:0000235,mapped_clid,7285,0,134,0,0,134,134
Female,Monocyte-derived Mph,CL:0000236,mapped_clid,7285,5,0,0,5,0,5
Female,Monocyte-derived Mph,CL:0000576,mapped_clid,7285,0,2,0,0,2,2
Female,Monocyte-derived Mph,CL:0000583,mapped_clid,7285,1335,1083,680,655,403,1738
Female,Monocyte-derived Mph,CL:0000623,mapped_clid,7285,8,0,0,8,0,8
Female,Monocyte-derived Mph,CL:0000624,mapped_clid,7285,1,0,0,1,0,1
Female,Monocyte-derived Mph,CL:0000625,mapped_clid,7285,15,0,0,15,0,15
Female,Monocyte-derived Mph,CL:0000788,mapped_clid,7285,0,1,0,0,1,1
Female,Monocyte-derived Mph,CL:0000860,mapped_clid,7285,320,0,0,320,0,320
Female,Monocyte-derived Mph,CL:0000863,mapped_clid,7285,0,4679,0,0,4679,4679
Female,Monocyte-derived Mph,CL:0000875,mapped_clid,7285,92,0,0,92,0,92
Female,Monocyte-derived Mph,CL:0000909,mapped_clid,7285,0,5,0,0,5,5
Female,Monocyte-derived Mph,CL:0000939,mapped_clid,7285,0,3,0,0,3,3
Female,Monocyte-derived Mph,CL:0001054,mapped_clid,7285,0,333,0,0,333,333
Female,Monocyte-derived Mph,CL:0002062,mapped_clid,7285,1,0,0,1,0,1
Female,Monocyte-derived Mph,CL:0002063,mapped_clid,7285,1,0,0,1,0,1
Female,Monocyte-derived Mph,CL:0002399,mapped_clid,7285,80,391,58,22,333,413
Female,Monocyte-derived Mph,CL:1001603,mapped_clid,7285,5340,0,0,5340,0,5340
Female,Monocyte-derived Mph,CL:3000001,mapped_clid,7285,0,1,0,0,1,1
Female,Monocyte-derived Mph,CL:4028002,mapped_clid,7285,2,0,0,2,0,2
Female,Monocyte-derived Mph,CL:4033041,mapped_clid,7285,5,0,0,5,0,5
Female,Monocyte-derived Mph,CL:4033043,mapped_clid,7285,80,0,0,80,0,80
Female,Monocyte-derived Mph,CL:4033081,mapped_clid,7285,0,20,0,0,20,20
Female,Monocyte-derived Mph,NA,method_prediction_absent,7285,0,633,0,0,633,633
Female,Multiciliated (nasal),CL:0000583,mapped_clid,7,1,1,1,0,0,1
Female,Multiciliated (nasal),CL:0002145,mapped_clid,7,6,0,0,6,0,6
Female,Multiciliated (nasal),CL:1000271,mapped_clid,7,0,2,0,0,2,2
Female,Multiciliated (nasal),NA,method_prediction_absent,7,0,4,0,0,4,4
Female,Multiciliated (non-nasal),CL:0000066,mapped_clid,2114,0,2,0,0,2,2
Female,Multiciliated (non-nasal),CL:0000097,mapped_clid,2114,1,1,1,0,0,1
Female,Multiciliated (non-nasal),CL:0000158,mapped_clid,2114,23,138,0,23,138,161
Female,Multiciliated (non-nasal),CL:0000192,mapped_clid,2114,1,0,0,1,0,1
Female,Multiciliated (non-nasal),CL:0000322,mapped_clid,2114,53,0,0,53,0,53
Female,Multiciliated (non-nasal),CL:0000583,mapped_clid,2114,9,19,8,1,11,20
Female,Multiciliated (non-nasal),CL:0000623,mapped_clid,2114,1,0,0,1,0,1
Female,Multiciliated (non-nasal),CL:0000624,mapped_clid,2114,1,0,0,1,0,1
