sex,ann_finest_level,clid,mapping_status,author_cohort_size,azimuth_count,pan_human_count,both_same_cell_count,azimuth_only_count,pan_human_only_count,union_count
Female,Adventitial fibroblasts,CL:4028003,mapped_clid,1243,1,1,1,0,0,1
Female,Adventitial fibroblasts,CL:4028004,mapped_clid,1243,92,0,0,92,0,92
Female,Adventitial fibroblasts,CL:4033008,mapped_clid,1243,4,0,0,4,0,4
Female,Adventitial fibroblasts,CL:4052029,mapped_clid,1243,3,0,0,3,0,3
Female,Adventitial fibroblasts,CL:4052030,mapped_clid,1243,1111,0,0,1111,0,1111
Female,Adventitial fibroblasts,NA,method_prediction_absent,1243,0,154,0,0,154,154
Female,Alveolar fibroblasts,CL:0000057,mapped_clid,1738,0,1378,0,0,1378,1378
Female,Alveolar fibroblasts,CL:0000186,mapped_clid,1738,18,74,6,12,68,86
Female,Alveolar fibroblasts,CL:0000192,mapped_clid,1738,1,0,0,1,0,1
Female,Alveolar fibroblasts,CL:0000583,mapped_clid,1738,0,1,0,0,1,1
Female,Alveolar fibroblasts,CL:0000624,mapped_clid,1738,1,0,0,1,0,1
Female,Alveolar fibroblasts,CL:0000669,mapped_clid,1738,0,2,0,0,2,2
Female,Alveolar fibroblasts,CL:0000745,mapped_clid,1738,0,2,0,0,2,2
Female,Alveolar fibroblasts,CL:0000765,mapped_clid,1738,0,1,0,0,1,1
Female,Alveolar fibroblasts,CL:0000860,mapped_clid,1738,1,0,0,1,0,1
Female,Alveolar fibroblasts,CL:0001054,mapped_clid,1738,0,1,0,0,1,1
Female,Alveolar fibroblasts,CL:0002062,mapped_clid,1738,2,2,2,0,0,2
Female,Alveolar fibroblasts,CL:0002063,mapped_clid,1738,1,0,0,1,0,1
Female,Alveolar fibroblasts,CL:0002138,mapped_clid,1738,0,1,0,0,1,1
Female,Alveolar fibroblasts,CL:0002357,mapped_clid,1738,0,2,0,0,2,2
Female,Alveolar fibroblasts,CL:0002399,mapped_clid,1738,0,1,0,0,1,1
Female,Alveolar fibroblasts,CL:0002543,mapped_clid,1738,0,1,0,0,1,1
Female,Alveolar fibroblasts,CL:0002553,mapped_clid,1738,1,0,0,1,0,1
Female,Alveolar fibroblasts,CL:0002633,mapped_clid,1738,1,0,0,1,0,1
Female,Alveolar fibroblasts,CL:0009086,mapped_clid,1738,1,0,0,1,0,1
Female,Alveolar fibroblasts,CL:0009089,mapped_clid,1738,1,0,0,1,0,1
Female,Alveolar fibroblasts,CL:1001603,mapped_clid,1738,3,0,0,3,0,3
Female,Alveolar fibroblasts,CL:4028002,mapped_clid,1738,2,0,0,2,0,2
Female,Alveolar fibroblasts,CL:4028004,mapped_clid,1738,1628,0,0,1628,0,1628
Female,Alveolar fibroblasts,CL:4033008,mapped_clid,1738,2,0,0,2,0,2
Female,Alveolar fibroblasts,CL:4052029,mapped_clid,1738,1,0,0,1,0,1
Female,Alveolar fibroblasts,CL:4052030,mapped_clid,1738,74,0,0,74,0,74
Female,Alveolar fibroblasts,NA,method_prediction_absent,1738,0,272,0,0,272,272
Female,Alveolar macrophages,CL:0000057,mapped_clid,17289,0,3,0,0,3,3
Female,Alveolar macrophages,CL:0000097,mapped_clid,17289,3,2,2,1,0,3
Female,Alveolar macrophages,CL:0000158,mapped_clid,17289,15,0,0,15,0,15
Female,Alveolar macrophages,CL:0000192,mapped_clid,17289,3,0,0,3,0,3
Female,Alveolar macrophages,CL:0000235,mapped_clid,17289,0,23,0,0,23,23
Female,Alveolar macrophages,CL:0000236,mapped_clid,17289,3,0,0,3,0,3
Female,Alveolar macrophages,CL:0000322,mapped_clid,17289,6,0,0,6,0,6
Female,Alveolar macrophages,CL:0000576,mapped_clid,17289,0,1,0,0,1,1
Female,Alveolar macrophages,CL:0000583,mapped_clid,17289,16446,15679,15388,1058,291,16737
Female,Alveolar macrophages,CL:0000623,mapped_clid,17289,1,0,0,1,0,1
Female,Alveolar macrophages,CL:0000624,mapped_clid,17289,2,0,0,2,0,2
Female,Alveolar macrophages,CL:0000625,mapped_clid,17289,7,0,0,7,0,7
Female,Alveolar macrophages,CL:0000784,mapped_clid,17289,0,1,0,0,1,1
Female,Alveolar macrophages,CL:0000786,mapped_clid,17289,3,0,0,3,0,3
Female,Alveolar macrophages,CL:0000860,mapped_clid,17289,23,0,0,23,0,23
Female,Alveolar macrophages,CL:0000863,mapped_clid,17289,0,625,0,0,625,625
Female,Alveolar macrophages,CL:0000875,mapped_clid,17289,53,0,0,53,0,53
Female,Alveolar macrophages,CL:0000909,mapped_clid,17289,0,3,0,0,3,3
Female,Alveolar macrophages,CL:0000939,mapped_clid,17289,0,2,0,0,2,2
Female,Alveolar macrophages,CL:0001054,mapped_clid,17289,0,9,0,0,9,9
Female,Alveolar macrophages,CL:0001058,mapped_clid,17289,1,0,0,1,0,1
Female,Alveolar macrophages,CL:0002062,mapped_clid,17289,9,0,0,9,0,9
Female,Alveolar macrophages,CL:0002063,mapped_clid,17289,25,0,0,25,0,25
Female,Alveolar macrophages,CL:0002145,mapped_clid,17289,2,0,0,2,0,2
Female,Alveolar macrophages,CL:0002357,mapped_clid,17289,0,1,0,0,1,1
Female,Alveolar macrophages,CL:0002394,mapped_clid,17289,0,1,0,0,1,1
Female,Alveolar macrophages,CL:0002399,mapped_clid,17289,59,206,33,26,173,232
Female,Alveolar macrophages,CL:0002543,mapped_clid,17289,0,6,0,0,6,6
Female,Alveolar macrophages,CL:0009086,mapped_clid,17289,1,0,0,1,0,1
Female,Alveolar macrophages,CL:0011031,mapped_clid,17289,0,1,0,0,1,1
Female,Alveolar macrophages,CL:0019031,mapped_clid,17289,0,3,0,0,3,3
Female,Alveolar macrophages,CL:1001568,mapped_clid,17289,3,0,0,3,0,3
Female,Alveolar macrophages,CL:1001603,mapped_clid,17289,479,0,0,479,0,479
Female,Alveolar macrophages,CL:4028002,mapped_clid,17289,26,0,0,26,0,26
Female,Alveolar macrophages,CL:4028004,mapped_clid,17289,3,0,0,3,0,3
Female,Alveolar macrophages,CL:4033008,mapped_clid,17289,13,0,0,13,0,13
Female,Alveolar macrophages,CL:4033041,mapped_clid,17289,63,0,0,63,0,63
Female,Alveolar macrophages,CL:4033043,mapped_clid,17289,21,0,0,21,0,21
Female,Alveolar macrophages,CL:4033077,mapped_clid,17289,6,0,0,6,0,6
Female,Alveolar macrophages,CL:4033081,mapped_clid,17289,0,233,0,0,233,233
Female,Alveolar macrophages,CL:4052029,mapped_clid,17289,2,0,0,2,0,2
Female,Alveolar macrophages,CL:4052030,mapped_clid,17289,11,0,0,11,0,11
Female,Alveolar macrophages,NA,method_prediction_absent,17289,0,490,0,0,490,490
Female,Alveolar Mph CCL3+,CL:0000576,mapped_clid,873,0,1,0,0,1,1
Female,Alveolar Mph CCL3+,CL:0000583,mapped_clid,873,643,732,610,33,122,765
Female,Alveolar Mph CCL3+,CL:0000623,mapped_clid,873,2,0,0,2,0,2
Female,Alveolar Mph CCL3+,CL:0000625,mapped_clid,873,1,0,0,1,0,1
Female,Alveolar Mph CCL3+,CL:0000860,mapped_clid,873,4,0,0,4,0,4
Female,Alveolar Mph CCL3+,CL:0000863,mapped_clid,873,0,109,0,0,109,109
Female,Alveolar Mph CCL3+,CL:0000939,mapped_clid,873,0,1,0,0,1,1
Female,Alveolar Mph CCL3+,CL:0001054,mapped_clid,873,0,1,0,0,1,1
Female,Alveolar Mph CCL3+,CL:0002399,mapped_clid,873,1,3,1,0,2,3
Female,Alveolar Mph CCL3+,CL:1001603,mapped_clid,873,196,0,0,196,0,196
Female,Alveolar Mph CCL3+,CL:4028002,mapped_clid,873,2,0,0,2,0,2
Female,Alveolar Mph CCL3+,CL:4033041,mapped_clid,873,24,0,0,24,0,24
Female,Alveolar Mph CCL3+,CL:4033081,mapped_clid,873,0,4,0,0,4,4
Female,Alveolar Mph CCL3+,NA,method_prediction_absent,873,0,22,0,0,22,22
Female,Alveolar Mph MT-positive,CL:0000235,mapped_clid,1104,0,10,0,0,10,10
Female,Alveolar Mph MT-positive,CL:0000583,mapped_clid,1104,615,778,521,94,257,872
Female,Alveolar Mph MT-positive,CL:0000625,mapped_clid,1104,2,0,0,2,0,2
Female,Alveolar Mph MT-positive,CL:0000860,mapped_clid,1104,2,0,0,2,0,2
Female,Alveolar Mph MT-positive,CL:0000863,mapped_clid,1104,0,242,0,0,242,242
Female,Alveolar Mph MT-positive,CL:0000909,mapped_clid,1104,0,1,0,0,1,1
Female,Alveolar Mph MT-positive,CL:0001054,mapped_clid,1104,0,1,0,0,1,1
Female,Alveolar Mph MT-positive,CL:0002399,mapped_clid,1104,0,3,0,0,3,3
Female,Alveolar Mph MT-positive,CL:1001603,mapped_clid,1104,479,0,0,479,0,479
Female,Alveolar Mph MT-positive,CL:4028002,mapped_clid,1104,1,0,0,1,0,1
Female,Alveolar Mph MT-positive,CL:4028003,mapped_clid,1104,1,0,0,1,0,1
Female,Alveolar Mph MT-positive,CL:4033042,mapped_clid,1104,3,0,0,3,0,3
Female,Alveolar Mph MT-positive,CL:4033077,mapped_clid,1104,1,0,0,1,0,1
Female,Alveolar Mph MT-positive,CL:4033081,mapped_clid,1104,0,8,0,0,8,8
Female,Alveolar Mph MT-positive,NA,method_prediction_absent,1104,0,61,0,0,61,61
Female,Alveolar Mph proliferating,CL:0000583,mapped_clid,358,82,10,10,72,0,82
Female,Alveolar Mph proliferating,CL:0002145,mapped_clid,358,1,0,0,1,0,1
Female,Alveolar Mph proliferating,CL:0002399,mapped_clid,358,7,0,0,7,0,7
Female,Alveolar Mph proliferating,CL:1001603,mapped_clid,358,8,0,0,8,0,8
Female,Alveolar Mph proliferating,CL:4033077,mapped_clid,358,260,0,0,260,0,260
Female,Alveolar Mph proliferating,CL:4033081,mapped_clid,358,0,337,0,0,337,337
Female,Alveolar Mph proliferating,NA,method_prediction_absent,358,0,11,0,0,11,11
Female,AT0,CL:0000158,mapped_clid,670,0,499,0,0,499,499
Female,AT0,CL:0000322,mapped_clid,670,539,0,0,539,0,539
Female,AT0,CL:0000625,mapped_clid,670,1,0,0,1,0,1
Female,AT0,CL:0002062,mapped_clid,670,61,23,9,52,14,75
Female,AT0,CL:0002063,mapped_clid,670,69,71,48,21,23,92
Female,AT0,CL:0002633,mapped_clid,670,0,1,0,0,1,1
Female,AT0,CL:0019031,mapped_clid,670,0,3,0,0,3,3
Female,AT0,NA,method_prediction_absent,670,0,73,0,0,73,73
Female,AT1,CL:0000077,mapped_clid,2746,0,2,0,0,2,2
Female,AT1,CL:0000083,mapped_clid,2746,0,1,0,0,1,1
Female,AT1,CL:0000097,mapped_clid,2746,0,3,0,0,3,3
Female,AT1,CL:0000158,mapped_clid,2746,2,96,0,2,96,98
Female,AT1,CL:0000235,mapped_clid,2746,0,1,0,0,1,1
Female,AT1,CL:0000322,mapped_clid,2746,14,0,0,14,0,14
Female,AT1,CL:0000576,mapped_clid,2746,0,1,0,0,1,1
Female,AT1,CL:0000583,mapped_clid,2746,1,5,1,0,4,5
Female,AT1,CL:0000623,mapped_clid,2746,1,0,0,1,0,1
Female,AT1,CL:0000775,mapped_clid,2746,0,1,0,0,1,1
Female,AT1,CL:0000786,mapped_clid,2746,0,2,0,0,2,2
Female,AT1,CL:0000860,mapped_clid,2746,8,0,0,8,0,8
Female,AT1,CL:0000863,mapped_clid,2746,0,4,0,0,4,4
Female,AT1,CL:0001054,mapped_clid,2746,0,8,0,0,8,8
Female,AT1,CL:0002062,mapped_clid,2746,2690,2341,2326,364,15,2705
Female,AT1,CL:0002063,mapped_clid,2746,27,12,6,21,6,33
Female,AT1,CL:0002144,mapped_clid,2746,0,2,0,0,2,2
Female,AT1,CL:0002357,mapped_clid,2746,0,2,0,0,2,2
Female,AT1,CL:0002399,mapped_clid,2746,0,5,0,0,5,5
Female,AT1,CL:0002633,mapped_clid,2746,0,10,0,0,10,10
Female,AT1,CL:0009086,mapped_clid,2746,1,0,0,1,0,1
Female,AT1,CL:0017000,mapped_clid,2746,0,1,0,0,1,1
Female,AT1,CL:0019031,mapped_clid,2746,0,3,0,0,3,3
Female,AT1,CL:4028002,mapped_clid,2746,1,0,0,1,0,1
Female,AT1,CL:4028004,mapped_clid,2746,1,0,0,1,0,1
Female,AT1,NA,method_prediction_absent,2746,0,246,0,0,246,246
Female,AT2,CL:0000057,mapped_clid,28532,0,10,0,0,10,10
Female,AT2,CL:0000097,mapped_clid,28532,0,5,0,0,5,5
Female,AT2,CL:0000158,mapped_clid,28532,1,1024,0,1,1024,1025
Female,AT2,CL:0000235,mapped_clid,28532,0,2,0,0,2,2
Female,AT2,CL:0000322,mapped_clid,28532,105,0,0,105,0,105
Female,AT2,CL:0000576,mapped_clid,28532,0,3,0,0,3,3
Female,AT2,CL:0000583,mapped_clid,28532,13,127,11,2,116,129
Female,AT2,CL:0000623,mapped_clid,28532,4,0,0,4,0,4
Female,AT2,CL:0000624,mapped_clid,28532,3,0,0,3,0,3
Female,AT2,CL:0000625,mapped_clid,28532,17,0,0,17,0,17
Female,AT2,CL:0000775,mapped_clid,28532,0,2,0,0,2,2
Female,AT2,CL:0000786,mapped_clid,28532,6,3,3,3,0,6
Female,AT2,CL:0000787,mapped_clid,28532,0,1,0,0,1,1
Female,AT2,CL:0000788,mapped_clid,28532,0,2,0,0,2,2
Female,AT2,CL:0000814,mapped_clid,28532,0,1,0,0,1,1
Female,AT2,CL:0000860,mapped_clid,28532,9,0,0,9,0,9
Female,AT2,CL:0000863,mapped_clid,28532,0,3,0,0,3,3
Female,AT2,CL:0000897,mapped_clid,28532,0,1,0,0,1,1
Female,AT2,CL:0000909,mapped_clid,28532,0,12,0,0,12,12
Female,AT2,CL:0000939,mapped_clid,28532,0,4,0,0,4,4
Female,AT2,CL:0001054,mapped_clid,28532,0,2,0,0,2,2
Female,AT2,CL:0001058,mapped_clid,28532,1,0,0,1,0,1
Female,AT2,CL:0002062,mapped_clid,28532,573,172,67,506,105,678
Female,AT2,CL:0002063,mapped_clid,28532,27782,26177,26109,1673,68,27850
Female,AT2,CL:0002399,mapped_clid,28532,0,21,0,0,21,21
Female,AT2,CL:0002543,mapped_clid,28532,0,1,0,0,1,1
Female,AT2,CL:0002633,mapped_clid,28532,4,14,1,3,13,17
Female,AT2,CL:0009086,mapped_clid,28532,1,0,0,1,0,1
Female,AT2,CL:0019031,mapped_clid,28532,0,7,0,0,7,7
Female,AT2,CL:1001603,mapped_clid,28532,3,0,0,3,0,3
Female,AT2,CL:4028003,mapped_clid,28532,0,1,0,0,1,1
Female,AT2,CL:4028004,mapped_clid,28532,3,0,0,3,0,3
Female,AT2,CL:4033008,mapped_clid,28532,1,0,0,1,0,1
Female,AT2,CL:4033048,mapped_clid,28532,1,0,0,1,0,1
Female,AT2,CL:4033058,mapped_clid,28532,0,1,0,0,1,1
Female,AT2,CL:4033080,mapped_clid,28532,2,0,0,2,0,2
Female,AT2,CL:4052021,mapped_clid,28532,0,1,0,0,1,1
Female,AT2,CL:4052030,mapped_clid,28532,3,0,0,3,0,3
Female,AT2,NA,method_prediction_absent,28532,0,935,0,0,935,935
Female,AT2 proliferating,CL:0000158,mapped_clid,541,0,1,0,0,1,1
Female,AT2 proliferating,CL:0000322,mapped_clid,541,3,0,0,3,0,3
Female,AT2 proliferating,CL:0000786,mapped_clid,541,1,0,0,1,0,1
Female,AT2 proliferating,CL:0002062,mapped_clid,541,20,1,1,19,0,20
Female,AT2 proliferating,CL:0002063,mapped_clid,541,209,523,201,8,322,531
Female,AT2 proliferating,CL:1001603,mapped_clid,541,1,0,0,1,0,1
Female,AT2 proliferating,CL:4033080,mapped_clid,541,307,0,0,307,0,307
Female,AT2 proliferating,CL:4033081,mapped_clid,541,0,1,0,0,1,1
Female,AT2 proliferating,NA,method_prediction_absent,541,0,15,0,0,15,15
Female,B cells,CL:0000236,mapped_clid,1249,1218,0,0,1218,0,1218
Female,B cells,CL:0000623,mapped_clid,1249,1,0,0,1,0,1
Female,B cells,CL:0000624,mapped_clid,1249,21,0,0,21,0,21
Female,B cells,CL:0000625,mapped_clid,1249,4,0,0,4,0,4
Female,B cells,CL:0000786,mapped_clid,1249,0,11,0,0,11,11
Female,B cells,CL:0000787,mapped_clid,1249,0,1014,0,0,1014,1014
Female,B cells,CL:0000788,mapped_clid,1249,0,152,0,0,152,152
Female,B cells,CL:0000792,mapped_clid,1249,0,3,0,0,3,3
Female,B cells,CL:0000814,mapped_clid,1249,0,2,0,0,2,2
Female,B cells,CL:0000844,mapped_clid,1249,0,3,0,0,3,3
Female,B cells,CL:0000875,mapped_clid,1249,1,0,0,1,0,1
Female,B cells,CL:0000895,mapped_clid,1249,0,1,0,0,1,1
Female,B cells,CL:0000897,mapped_clid,1249,0,1,0,0,1,1
Female,B cells,CL:0000938,mapped_clid,1249,0,1,0,0,1,1
Female,B cells,CL:0002394,mapped_clid,1249,0,1,0,0,1,1
Female,B cells,CL:0002399,mapped_clid,1249,3,6,3,0,3,6
Female,B cells,CL:1001603,mapped_clid,1249,1,0,0,1,0,1
Female,B cells,CL:4052021,mapped_clid,1249,0,7,0,0,7,7
Female,B cells,NA,method_prediction_absent,1249,0,47,0,0,47,47
Female,Basal resting,CL:0000083,mapped_clid,141,0,1,0,0,1,1
Female,Basal resting,CL:0000158,mapped_clid,141,0,22,0,0,22,22
Female,Basal resting,CL:0000236,mapped_clid,141,1,0,0,1,0,1
Female,Basal resting,CL:0000322,mapped_clid,141,2,0,0,2,0,2
Female,Basal resting,CL:0000624,mapped_clid,141,2,0,0,2,0,2
Female,Basal resting,CL:0000860,mapped_clid,141,1,0,0,1,0,1
Female,Basal resting,CL:0002062,mapped_clid,141,25,0,0,25,0,25
Female,Basal resting,CL:0002633,mapped_clid,141,106,102,93,13,9,115
Female,Basal resting,CL:1001603,mapped_clid,141,1,0,0,1,0,1
Female,Basal resting,CL:4028002,mapped_clid,141,3,0,0,3,0,3
Female,Basal resting,NA,method_prediction_absent,141,0,16,0,0,16,16
Female,CD4 T cells,CL:0000037,mapped_clid,8817,0,2,0,0,2,2
Female,CD4 T cells,CL:0000051,mapped_clid,8817,0,1,0,0,1,1
Female,CD4 T cells,CL:0000084,mapped_clid,8817,0,1,0,0,1,1
Female,CD4 T cells,CL:0000097,mapped_clid,8817,0,1,0,0,1,1
Female,CD4 T cells,CL:0000236,mapped_clid,8817,5,0,0,5,0,5
Female,CD4 T cells,CL:0000576,mapped_clid,8817,0,1,0,0,1,1
Female,CD4 T cells,CL:0000583,mapped_clid,8817,0,1,0,0,1,1
Female,CD4 T cells,CL:0000623,mapped_clid,8817,1,0,0,1,0,1
Female,CD4 T cells,CL:0000624,mapped_clid,8817,6814,0,0,6814,0,6814
Female,CD4 T cells,CL:0000625,mapped_clid,8817,1978,0,0,1978,0,1978
Female,CD4 T cells,CL:0000786,mapped_clid,8817,1,0,0,1,0,1
Female,CD4 T cells,CL:0000790,mapped_clid,8817,0,6,0,0,6,6
Female,CD4 T cells,CL:0000792,mapped_clid,8817,0,604,0,0,604,604
Female,CD4 T cells,CL:0000798,mapped_clid,8817,0,2,0,0,2,2
Female,CD4 T cells,CL:0000814,mapped_clid,8817,0,12,0,0,12,12
Female,CD4 T cells,CL:0000860,mapped_clid,8817,5,0,0,5,0,5
Female,CD4 T cells,CL:0000863,mapped_clid,8817,0,1,0,0,1,1
Female,CD4 T cells,CL:0000875,mapped_clid,8817,2,0,0,2,0,2
Female,CD4 T cells,CL:0000895,mapped_clid,8817,0,2786,0,0,2786,2786
Female,CD4 T cells,CL:0000897,mapped_clid,8817,0,4205,0,0,4205,4205
Female,CD4 T cells,CL:0000898,mapped_clid,8817,0,25,0,0,25,25
Female,CD4 T cells,CL:0000900,mapped_clid,8817,0,30,0,0,30,30
Female,CD4 T cells,CL:0000909,mapped_clid,8817,0,88,0,0,88,88
Female,CD4 T cells,CL:0000934,mapped_clid,8817,0,56,0,0,56,56
Female,CD4 T cells,CL:0000940,mapped_clid,8817,0,113,0,0,113,113
Female,CD4 T cells,CL:0001054,mapped_clid,8817,0,1,0,0,1,1
Female,CD4 T cells,CL:0001058,mapped_clid,8817,1,0,0,1,0,1
Female,CD4 T cells,CL:0001065,mapped_clid,8817,0,25,0,0,25,25
Female,CD4 T cells,CL:0002038,mapped_clid,8817,0,62,0,0,62,62
Female,CD4 T cells,CL:0002063,mapped_clid,8817,3,1,1,2,0,3
Female,CD4 T cells,CL:0002399,mapped_clid,8817,2,1,1,1,0,2
Female,CD4 T cells,CL:0002489,mapped_clid,8817,0,1,0,0,1,1
Female,CD4 T cells,CL:4028002,mapped_clid,8817,3,0,0,3,0,3
Female,CD4 T cells,CL:4033069,mapped_clid,8817,1,0,0,1,0,1
Female,CD4 T cells,CL:4052021,mapped_clid,8817,0,274,0,0,274,274
Female,CD4 T cells,CL:4052030,mapped_clid,8817,1,0,0,1,0,1
Female,CD4 T cells,NA,method_prediction_absent,8817,0,517,0,0,517,517
Female,CD8 T cells,CL:0000037,mapped_clid,8529,0,1,0,0,1,1
Female,CD8 T cells,CL:0000051,mapped_clid,8529,0,1,0,0,1,1
Female,CD8 T cells,CL:0000097,mapped_clid,8529,0,1,0,0,1,1
Female,CD8 T cells,CL:0000158,mapped_clid,8529,1,0,0,1,0,1
Female,CD8 T cells,CL:0000186,mapped_clid,8529,2,2,1,1,1,3
Female,CD8 T cells,CL:0000192,mapped_clid,8529,10,0,0,10,0,10
Female,CD8 T cells,CL:0000235,mapped_clid,8529,0,1,0,0,1,1
Female,CD8 T cells,CL:0000236,mapped_clid,8529,15,0,0,15,0,15
Female,CD8 T cells,CL:0000359,mapped_clid,8529,0,3,0,0,3,3
Female,CD8 T cells,CL:0000576,mapped_clid,8529,0,3,0,0,3,3
Female,CD8 T cells,CL:0000583,mapped_clid,8529,1,1,0,1,1,2
Female,CD8 T cells,CL:0000623,mapped_clid,8529,134,0,0,134,0,134
Female,CD8 T cells,CL:0000624,mapped_clid,8529,546,0,0,546,0,546
Female,CD8 T cells,CL:0000625,mapped_clid,8529,7793,0,0,7793,0,7793
Female,CD8 T cells,CL:0000669,mapped_clid,8529,0,4,0,0,4,4
Female,CD8 T cells,CL:0000790,mapped_clid,8529,0,10,0,0,10,10
Female,CD8 T cells,CL:0000792,mapped_clid,8529,0,96,0,0,96,96
Female,CD8 T cells,CL:0000798,mapped_clid,8529,0,15,0,0,15,15
Female,CD8 T cells,CL:0000814,mapped_clid,8529,0,12,0,0,12,12
Female,CD8 T cells,CL:0000860,mapped_clid,8529,2,0,0,2,0,2
Female,CD8 T cells,CL:0000863,mapped_clid,8529,0,2,0,0,2,2
Female,CD8 T cells,CL:0000875,mapped_clid,8529,1,0,0,1,0,1
Female,CD8 T cells,CL:0000895,mapped_clid,8529,0,145,0,0,145,145
Female,CD8 T cells,CL:0000897,mapped_clid,8529,0,766,0,0,766,766
Female,CD8 T cells,CL:0000898,mapped_clid,8529,0,2,0,0,2,2
Female,CD8 T cells,CL:0000900,mapped_clid,8529,0,2,0,0,2,2
Female,CD8 T cells,CL:0000909,mapped_clid,8529,0,4403,0,0,4403,4403
Female,CD8 T cells,CL:0000934,mapped_clid,8529,0,3,0,0,3,3
Female,CD8 T cells,CL:0000938,mapped_clid,8529,0,79,0,0,79,79
Female,CD8 T cells,CL:0000939,mapped_clid,8529,0,224,0,0,224,224
Female,CD8 T cells,CL:0000940,mapped_clid,8529,0,8,0,0,8,8
Female,CD8 T cells,CL:0001054,mapped_clid,8529,0,1,0,0,1,1
Female,CD8 T cells,CL:0001065,mapped_clid,8529,0,26,0,0,26,26
Female,CD8 T cells,CL:0002038,mapped_clid,8529,0,2,0,0,2,2
Female,CD8 T cells,CL:0002062,mapped_clid,8529,5,0,0,5,0,5
Female,CD8 T cells,CL:0002063,mapped_clid,8529,2,0,0,2,0,2
Female,CD8 T cells,CL:0002399,mapped_clid,8529,0,4,0,0,4,4
Female,CD8 T cells,CL:0002489,mapped_clid,8529,0,10,0,0,10,10
Female,CD8 T cells,CL:0009089,mapped_clid,8529,6,0,0,6,0,6
Female,CD8 T cells,CL:1001603,mapped_clid,8529,2,0,0,2,0,2
Female,CD8 T cells,CL:4028002,mapped_clid,8529,3,0,0,3,0,3
Female,CD8 T cells,CL:4033008,mapped_clid,8529,2,0,0,2,0,2
Female,CD8 T cells,CL:4033069,mapped_clid,8529,4,0,0,4,0,4
Female,CD8 T cells,CL:4052021,mapped_clid,8529,0,1893,0,0,1893,1893
Female,CD8 T cells,NA,method_prediction_absent,8529,0,809,0,0,809,809
Female,Classical monocytes,CL:0000129,mapped_clid,7339,0,1,0,0,1,1
Female,Classical monocytes,CL:0000192,mapped_clid,7339,1,0,0,1,0,1
Female,Classical monocytes,CL:0000235,mapped_clid,7339,0,30,0,0,30,30
Female,Classical monocytes,CL:0000236,mapped_clid,7339,1,0,0,1,0,1
Female,Classical monocytes,CL:0000576,mapped_clid,7339,0,181,0,0,181,181
